datetime,city,state,number,country,shape,duration(seconds),duration(hours/min),comments,dateposted,latitude,longitude
10/30/2005 22:00,litchfield,ct,1,United States,light,3600,1 hour,Orange lights form triangular patterns and move and rotate in unicen,11-03-05,41.7472222,-73.1891667
10/30/2005 22:48,strafford,mo,1,United States,sphere,3,3 seconds,Cyan Orb that moves left to right while movie in one direction,11-03-05,37.2683333,-93.1169444
10/30/2005 24:00,glendale,ky,1,United States,other,2,2 seconds,On October 30th&#44 2005 at 7:50 pm Near Glendale&#44 Ky.&#44 My fiance and I were traveling south bound on interstate 65 around mile marker 84,11-03-05,37.6016667,-85.9055556
10/30/2006 04:15,hammond/whitting,in,1,Unknown,cigar,300,5 minutes,I am a locomotive engineer and was driving a train when this occured. It started at MP 504. Our tracks are adjacent to Lake Mi,12-07-06,41.673372,-87.508339
10/30/2006 13:10,boyne island (australia),Unknown,1,Australia,disk,300,5 mi ns,Ufo looked like a disk&#44 saucer shape and a greyish colour. the ufo seemed to just hover.,12-07-06,-23.933333,151.35
10/30/2006 13:15,tannum sands (australia),Unknown,1,Australia,disk,240,4 mins,the day was clear. the ufo looked like a disk or saucer shaped object. the ufo was a greyish colour from a distance. the ufo was hoveri,12-07-06,-23.9475,151.374878
10/30/2006 17:17,vienna,va,1,United States,sphere,60,1 min,White sphere not moving in sky.,12-07-06,38.9011111,-77.2655556
10/30/2006 17:45,old lyme,ct,1,United States,flash,60,half hour,white (looked like a planet) with red and green flashing around it&#44 like police lights. CT.  ((NUFORC Note:  Possible star??  PD)),12-07-06,41.3158333,-72.3294444
10/30/2006 19:10,medford,or,1,United States,chevron,60,1 minute,An extremely fast object of hazy chevron shape from one horizon to the other in a minute&#39s time.  ((NUFORC Note:  Satellite??  PD)),12-07-06,42.3266667,-122.8744444
10/30/2006 19:10,monticello,ny,1,United States,cross,1500,25 minutes,multiple lights seen in sullivan county,12-07-06,41.6555556,-74.6897222
10/30/2006 19:15,orlando,fl,1,United States,unknown,120,2 minutes,Twin steady white Lights&#44 No Sound&#44 Moving ENE to SSW.,12-07-06,28.5380556,-81.3794444
10/30/2006 19:20,seaford,Europe,1,United States,circle,15,15 sec,two cicular objects observes for about 15 seconds on a clear night&#44 dimmed slightly once&#44 then again and dissapered,12-07-06,38.6411111,-75.6113889
10/30/2006 19:30,reno,nv,1,United States,formation,1200,20 minutes,Cluster of nine satellites flying together&#44 two veering around others.,12-07-06,39.5297222,-119.8127778
10/30/2006 23:00,rapid city,sd,1,United States,triangle,10,10 seconds,Triangular Dark Silent Craft Over Downtown Rapid City&#44 South Dakota,12-07-06,44.0805556,-103.2305556
10/30/2007 02:00,bolton,ny,1,United States,fireball,120,less 2min,2 red balls of light moving threw the air way too fast to be a jet,01-10-09,43.5363889,-73.6680556
10/30/2007 10:00,pickens,sc,1,United States,cigar,300,five minutes,Cigar shaped craft were sighted over the South Carolina mountains in daylight on Oct. 28 and 30&#44 2007.,11/28/2007,34.8833333,-82.7075
10/30/2007 11:00,table rock,sc,1,Unknown,cigar,120,brief (1-2 min.),Appeared different from any aircraft known to me because of shape and lack of  jet stream.,11/28/2007,35.050674,-82.703464
10/30/2007 11:15,pickens,sc,1,United States,cylinder,900,15 minutes,Two large&#44 cylindrical aircraft flew overhead in a steady line&#44 despite having no wings or tail.,11/28/2007,34.8833333,-82.7075
10/30/2007 17:00,dover,pa,1,United States,triangle,600,10 minutes,black tetrahedron  craft spotted in pinchot state park dover pa,10/31/2008,40.0016667,-76.8505556
10/30/2007 17:05,new york city (brooklyn),ny,1,United States,oval,480,8 min,It was like a giant black whole in the sky moving slowly from left to right,11/28/2007,40.7141667,-74.0063889
10/30/2007 17:15,irvine,Canada,1,United States,changing,45,45 seconds,Sighting near Irvine Spectrum.,11/28/2007,33.6694444,-117.8222222
10/30/2007 18:27,las vegas,nv,1,United States,disk,180,2 to 3 minutes,Disc over my apt complex with a military plane and helicopter (air force i assume),11/28/2007,36.175,-115.1363889
10/30/2007 18:35,reading`,pa,1,Unknown,circle,5,5 seconds,Green glowing circular object moving quickly across sky at dusk,11/28/2007,40.335648,-75.926875
10/30/2007 19:55,fernandina beach,fl,1,United States,light,10,less than 10 seconds,Light in the sky&#44 not moving that got extememly bright then went dim and out.,11/28/2007,30.6694444,-81.4627778
10/30/2007 21:00,holdenville,ok,1,United States,light,180,3 minutes,free falling light in central Oklahoma,11/28/2007,35.0802778,-96.3988889
10/30/2007 21:00,quartzsite,az,1,United States,triangle,1200,15-20+ minutes,See entry above.,07-05-13,33.6638889,-114.2291667
10/30/2007 23:44,chicoe,Canada,1,Unknown,light,240,3-4 minutes,Bright light seen over Chico&#44 CA dimmed and then moved eastward and disappeared.,11/28/2007,39.728494,-121.837478
10/30/2007 23:45,iowa park,tx,1,United States,triangle,120,2 minutes,Blindingly bright pink light in night sky.,11/28/2007,33.9513889,-98.6683333
10/30/2008 05:15,lagrange,il,1,Unknown,light,7,7sec,I have witnessed the lights over Tnley Park and ever since then have always kept an eye to the sky sort-of speak. The morning of the 30,01-10-09,38.965359,-89.417464
10/30/2008 05:30,pound,va,1,United States,triangle,6,6 seconds,Triangular craft w/multiple lights seen in Western Virginia on a southerly path. Low and fast. Silent. BBD?,3/19/2009,37.1236111,-82.6013889
10/30/2008 06:00,duarte,Canada,1,United States,light,20,20 seconds,Light far beyond mountains flew across very fast and then takes off in a vertical direction,10/31/2008,34.1394444,-117.9763889
10/30/2008 06:05,montgomery,al,1,United States,unknown,240,4 minutes,Lights move from NE to SW above Montgomery AL,01-10-09,32.3666667,-86.3
10/30/2008 06:50,apex/cary,nc,1,Unknown,triangle,300,5 minutes,Spotted: a triangular shaped object hovering slight above treeline level at the border of Apex and Cary.,01-10-09,35.730631,-78.859752
10/30/2008 07:00,furlong,pa,1,United States,cigar,240,3-4 minutes,1 chrome cigar shaped object,10/31/2008,40.2961111,-75.0825
10/30/2008 08:00,college point,ny,1,United States,triangle,60,less than 1 minute,triangular object with lights at each of its corners. Very Bright&#44 was not moving so fast&#44 then I lost track of it.,01-10-09,40.7875,-73.8463889
10/30/2008 13:00,morrisdale,pa,1,United States,oval,120,2 minutes,Shinny bright silver ball floats over sky,3/19/2009,40.9488889,-78.2255556
10/30/2008 16:23,rosendale,mo,1,United States,cylinder,180,18:23-18:26,At precisely 18:23 30 October I witnessed a flying cylinder.Whilst driving through the small community of Rea&#44 I noticed a small me,10/31/2008,40.0444444,-94.8205556
10/30/2008 17:30,mesa,az,1,United States,formation,2400,40 min,4 Orbs over Mesa&#44 Arizona seen by at least three witnesses.,10/31/2008,33.4222222,-111.8219444
10/30/2008 18:00,el dorado hills,Canada,1,United States,triangle,300,5 minutes,Large Black Floating Buidling (Box),7/14/2013,38.6858333,-121.0811111
10/30/2008 18:30,jean,nv,1,United States,disk,4,4 seconds,fluorescent white disk shaped object rapidly moving from northeast to southwest over Jean&#44 Nevada,01-10-09,35.7788889,-115.3230556
10/30/2008 19:00,aomori (japan),Unknown,1,Unknown,light,900,10- 15 mn,from Aomori (north of Honshu island to Muroran (Hokkaido island)&#44 3 strong orange lighted twinkling spots&#44 like hanging or floating in,12-12-09,40.822072,140.747365
10/30/2008 19:00,newport beach,Canada,1,United States,sphere,2,1-2 seconds,Ball of light at high speed.  ((NUFORC Note:  Possible meteor.  PD)),10/31/2008,33.6188889,-117.9280556
10/30/2008 19:40,aberdeen (uk/scotland),Unknown,1,Great Britain,circle,300,5mins,3 stationary orange lights above city of Aberdeen,01-10-09,57.166667,-2.666667
10/30/2008 19:50,palos verdes,Canada,1,Unknown,circle,180,2-3 minutes,Circular Flying Craft with glowing tube of light around perimeter seen less than 1000 yards away.,01-10-09,33.744461,-118.387017
10/30/2008 20:30,nashua,nh,1,United States,other,180,2-3 minutes,3 red lights on semi-circular craft moving VERY FAST on 10/30/08 at ~8:30pm in the SE sky over Nashua&#44 NH.,10/31/2008,42.7652778,-71.4680556
10/30/2008 20:45,cisco,tx,1,United States,formation,30,30 secs,4-6 orange/amber lights  fading in and out,10/31/2008,32.3880556,-98.9788889
10/30/2008 21:20,laurel hill,nc,1,United States,triangle,300,5 minutes,Three red light in triangular shape being followed by two helicopters.,10/31/2008,34.8088889,-79.5480556
10/30/2008 21:35,jensen beach,fl,1,United States,sphere,10,10 seconds,Two round&#44 soundless lights flying from the ocean to the west.,10/31/2008,27.2541667,-80.23
10/30/2008 22:30,pound,va,1,United States,triangle,7,7 seconds,A &quot;Flying Triangle&quot; spotted along the VA/KY border. Large&#44 bright&#44 silent object seen going SSW,11/21/2010,37.1236111,-82.6013889
10/30/2008 23:05,abilene,tx,1,United States,light,180,2-3 minutes,Lights over Abilene&#44 TX,10/31/2008,32.4486111,-99.7327778
10/30/2008 23:15,philipsburg,pa,1,United States,light,120,2 minutes?,Lights appearing abnormally in the night sky,10/31/2008,40.8963889,-78.2208333
10/30/2009 20:59,heswall (uk/england),Unknown,1,Great Britain,circle,60,1 min,Strange single light that moved slowly but erratically,12-12-09,53.316667,-3.1
10/30/2009 21:00,dayton,tx,1,United States,triangle,300,5 minutes,Driving down Highway 146 Friday night around 9:30PM my husband and I noticed a very bright object in the sky.  My husband asked if that,12-12-09,30.0463889,-94.885
10/30/2009 22:20,anaheim,Canada,1,United States,diamond,720,12 minutes,Large fiery orange object seemed to come apart then turned and climbed in altitude and speed.,12-12-09,33.8352778,-117.9136111
10/30/2009 22:30,riverside,Canada,1,United States,light,180,2-3 minutes,Blue and Orange lights floating stationary.,12-12-09,33.9533333,-117.3952778
10/30/2010 02:00,cedar falls,ia,1,United States,light,300,about 5 minutes,Diagonal line of bending light seen above university from the moon on Hallow&#39s Eve.,01-12-12,42.5277778,-92.4452778
10/30/2010 03:00,st. matthew&#39s,sc,1,Unknown,triangle,180,3 minutes,Triangle with three lights. Silently hovered. Dropped three balls of light over gas station and departed.,12-12-11,33.664876,-80.777868
10/30/2010 07:00,ruston,la,1,United States,teardrop,5400,1.5 hours,Possible solid object surrounded by teardrop-shaped streak seen in morning sky.,11/21/2010,32.5230556,-92.6377778
10/30/2010 10:30,kildeer,il,1,United States,cylinder,20,20 ssecs,Slow and silent,11/21/2010,42.1705556,-88.0477778
10/30/2010 21:00,richmond,ky,1,United States,light,1200,20 min,Green falling object from the sky over Richmond Ky 2010,05-02-11,37.7477778,-84.2947222
10/30/2010 21:30,fort wright,ky,1,United States,fireball,300,5 minutes,Orange orb over Covington,11/21/2010,39.0516667,-84.5341667
10/30/2010 21:45,moore,ok,1,United States,oval,180,3 mins,Bright Yellow/Orange light that seemed to come out of nowhere. A second object appeared hovering&#44 got bright and both dissppeared.,11/21/2010,35.3394444,-97.4863889
10/30/2010 21:58,tampa,fl,1,United States,triangle,60,1 minute,triangular airplane that sorta looked like it but different hovering over building.,11/21/2010,27.9472222,-82.4586111
10/30/2010 22:00,milford,ne,1,United States,changing,300,5 min,cloked ship that the space around it bent as it moved,02-08-11,40.7744444,-97.0502778
10/30/2010 22:23,tuttle,ok,1,United States,diamond,2100,35 mins,cloaked UFO at high school track.,11/21/2010,35.2908333,-97.8119444
10/30/2010 22:23,tuttle,ok,1,United States,triangle,1200,20 minutes,Three yellow-orange lights flying over-head numerous times.,11/21/2010,35.2908333,-97.8119444
10/30/2010 23:35,bear,Europe,1,United States,light,45,45 seconds,group of reddish lights flying over a residential neighborhood.,11/21/2010,39.6291667,-75.6586111
10/30/2010 23:50,broken arrow,ok,1,United States,changing,30,30s,Seven unexplained lights over Broken Arrow OK...2 witnes Army Vet.,11/21/2010,36.0525,-95.7905556
10/30/2010 23:50,lenexa,mo,1,Unknown,light,3,3 seconds,Yellow ball of light appeared and fell out of the sky,11/21/2010,38.953617,-94.733571
10/30/2011 00:00,berea,oh,1,United States,circle,120,2 min,Orange light in the sky&#44 that vanished suddenly.,12-12-11,41.3661111,-81.8544444
10/30/2011 00:00,indianapolis,in,1,United States,light,300,5 min,Parade of mysterious Lights traveling across Indianapolis sky for approx 5 min,12-12-11,39.7683333,-86.1580556
10/30/2011 00:30,north little rock,ar,1,United States,sphere,300,five minutes,Glowing spheres over North Little Rock&#44 Arkansas.,12-12-11,34.7694444,-92.2669444
10/30/2011 00:35,kharkiv (ukraine),Unknown,1,Unknown,oval,300,5 minutes,9 lighting flying objects in Kharkiv (Ukraine),12-12-11,49.9935,36.230383
10/30/2011 05:22,pasco,wa,1,United States,unknown,3,3 seconds,Accelerating light,12-12-11,46.2397222,-119.0994444
10/30/2011 10:00,denver,co,1,United States,triangle,10,10 seconds,5 Orange balls of light in triagle formation followed by dim white light.,12-12-11,39.7391667,-104.9841667
10/30/2011 16:00,laurel,md,1,United States,light,3,1 - 3 seconds,white light traveling fast,12-12-11,39.0991667,-76.8486111
10/30/2011 17:00,hackensack,nj,1,United States,changing,4800,1hr 20mins,To whom it may concern&#44  I am reporting my sighting from last night October 30th 2011 appx. 5:00pm eastern. I am a resident of Nort,12-12-11,40.8858333,-74.0438889
10/30/2011 17:30,nazareth,pa,1,United States,teardrop,3600,1 hour,Tear Drop UFO observed for almost one hour&#44 rapid movement with pictures and video link. Cant explain,11/20/2013,40.7402778,-75.31
10/30/2011 18:00,sydney (australia),Unknown,1,Australia,light,120,minute,Hovering white light seen in Sydney&#44 Australia,12-12-11,-33.861481,151.205475
10/30/2011 18:47,london (uk/england),Unknown,1,Great Britain,circle,180,3mins,Huge white circular object with flashing light on base and possible red lights either side,12-12-11,51.514125,-0.093689
10/30/2011 19:25,martinsville,va,1,United States,sphere,1800,30 minutes,14 yellowish/orange spears with protruding glowing rod coming out the back,12-12-11,36.6913889,-79.8727778
10/30/2011 20:00,ripon,Canada,1,United States,chevron,10,10 seconds,large V shaped craft.,12-12-11,37.7416667,-121.1233333
10/30/2011 20:00,warrington (uk/england),Unknown,1,Great Britain,other,60,1 minute,((HOAX?  Date is flawed.))  Solid orange V shape flying past and over no lights just a solid radiating orange V,4/18/2012,53.383333,-2.6
10/30/2011 20:02,canyon lake,tx,1,United States,oval,45,30-45 seconds,Bright white oval jumps southwest then disappears into thin air.,12-12-11,29.875,-98.2622222
10/30/2011 21:00,ronkonkoma,ny,1,United States,light,45,45 seconds,10/30/2011   21:00 Ronkonkoma  NY bright reddish orange round lights triangular formation UFO&#39s   10/30/11,12-12-11,40.8152778,-73.1127778
10/30/2011 21:05,ronkonkoma,ny,1,United States,light,45,45 seconds,10/30/2011   21:00 Ronkonkoma  NY bright reddish orange round lights triangular formation UFO&#39s   10/30/11,12-12-11,40.8152778,-73.1127778
10/30/2011 21:15,turner,me,1,United States,fireball,90,90 seconds,Red orb comes down our driveway,07-04-12,44.2563889,-70.2566667
10/30/2011 23:20,cleburne,tx,1,United States,triangle,5,5 seconds,Traveling southwest&#44 triangular dim lit silent craft. Translucent with approximately twenty lights. Wife was outside with the dog and s,12-12-11,32.3475,-97.3863889
10/30/2011 23:30,columbus,oh,1,United States,cigar,300,4-5 minutes,Possible UFO&#39s over Columbus Ohio October 29th,12-12-11,39.9611111,-82.9988889
10/30/2012 00:00,burlington,ia,1,United States,circle,1200,20 minutes,Saw big bright flickering amber light/object flying upwards that disappeared and reappeared with several planes sweeping the sky.,11-04-12,40.8075,-91.1127778
10/30/2012 06:10,nashville,tn,1,United States,circle,5,5 seconds,WE SAW A GREEN BALL SHAPE FALLING OUT OF THE SKY AT 6:10 AM ON TUESDAY OCTOBER 30TH 2012...IT WAS VERY LARGE BUT WAS GONE IN 5 OR 10 SE,11-04-12,36.1658333,-86.7844444
10/30/2012 06:15,nashville,tn,1,United States,fireball,300,5 minutes,Huge bright object the size of a house slowly traveling across sky,10/30/2012,36.1658333,-86.7844444
10/30/2012 12:00,brunswick,oh,1,United States,light,1800,30 minutes,Teal Green &amp; Red Lights over the clouds in Brunswick Ohio,10/30/2012,41.2380556,-81.8419444
10/30/2012 17:00,nashville,tn,1,United States,unknown,120,several minutes,4 objects not visible to the naked eye&#44 flying around odd vertical &quot;rainbow.&quot;,11-04-12,36.1658333,-86.7844444
10/30/2012 17:45,franklin,tn,1,United States,circle,180,3 minutes,Driving home I saw a very bright slow moving object going from east to west - not a plane&#44 I thought it was like a shooting start but i,11-04-12,35.925,-86.8688889
10/30/2012 18:30,shrub oak,ny,1,United States,egg,120,2 minutes,The night of hurricane Sandy a tree was ripped from its trunk by a huge gust of wind. It pulled the utility lines and the utility pole,11/19/2012,41.3275,-73.82
10/30/2012 19:00,la mesa,Canada,1,United States,light,180,3 minutes,Large star-like object moved up and away in the south-east sky,11-04-12,32.7677778,-117.0222222
10/30/2012 19:15,chirpan (bulgaria),Unknown,1,Unknown,light,180,3 minutes,Pulsating red/yellow light moving slowly and stopping above a city (possibility of a repeating case),10/30/2012,42.20207,25.324854
10/30/2012 20:15,sims,ar,1,United States,unknown,600,5-10 minutes,Flashing white lights on a craft appearing in the east and heading west&#44 appearing to be of a circular shape&#44 silent&#44 slow&#44 diagonal.,11-04-12,34.6591667,-93.6908333
10/30/2012 20:30,marana,az,1,United States,changing,3600,>1 hour,Orange lights appearing and disappearing around Marana,11-04-12,32.4366667,-111.2247222
